epoch,accuracy,loss,val_accuracy,val_loss
0,0.7996749877929688,0.4059252440929413,0.6627289056777954,1.2453655004501343
1,0.8314374089241028,0.3476070463657379,0.6887182593345642,0.7864277362823486
2,0.8343920707702637,0.32918232679367065,0.7176609635353088,0.7824483513832092
3,0.8501994609832764,0.3028150498867035,0.7779090404510498,0.3587343692779541
4,0.8552223443984985,0.2845931649208069,0.8405197858810425,0.31195124983787537
5,0.8611316084861755,0.27263182401657104,0.8576491475105286,0.2891174852848053
6,0.8667454719543457,0.2583596706390381,0.8629651665687561,0.288027822971344
7,0.8722115755081177,0.2530249357223511,0.8357944488525391,0.3177444040775299
8,0.8790072202682495,0.24464444816112518,0.8600118160247803,0.3246002197265625
9,0.8884621262550354,0.23233923316001892,0.8582398295402527,0.30223798751831055
10,0.8868370652198792,0.2290930300951004,0.8582398295402527,0.31187793612480164
11,0.8890530467033386,0.21948790550231934,0.8694624900817871,0.29494962096214294
12,0.8974737524986267,0.21705414354801178,0.8771411776542664,0.28145045042037964
13,0.8959964513778687,0.2090466320514679,0.8446544408798218,0.3237370252609253
14,0.9004284143447876,0.20548957586288452,0.8617838025093079,0.310881108045578
15,0.9075195789337158,0.20304067432880402,0.8877731561660767,0.271954208612442
16,0.9184517860412598,0.185263991355896,0.8901358246803284,0.29136189818382263
17,0.9143152832984924,0.1867414116859436,0.8765504956245422,0.3146238923072815
18,0.9172698855400085,0.17681263387203217,0.889545202255249,0.31355854868888855
19,0.9193381667137146,0.17896786332130432,0.8659185171127319,0.31845301389694214
20,0.912542462348938,0.18536972999572754,0.8806851506233215,0.3094125986099243
21,0.9286453127861023,0.16205979883670807,0.8877731561660767,0.29505518078804016
22,0.9296793937683105,0.15815035998821259,0.8842291831970215,0.3310393691062927
23,0.924508810043335,0.16527308523654938,0.8730065226554871,0.3604893982410431
24,0.924508810043335,0.1760331690311432,0.8948612213134766,0.2947109043598175
25,0.9292362332344055,0.15398924052715302,0.8706438541412354,0.3312675952911377
