epoch,accuracy,loss,val_accuracy,val_loss
0,0.804444432258606,0.45691171288490295,0.8125,0.5348941683769226
1,0.8740229606628418,0.2981100380420685,0.8302696347236633,0.36602675914764404
2,0.8925670385360718,0.25941455364227295,0.8694853186607361,0.2927726209163666
3,0.9039080739021301,0.2323785126209259,0.8860294222831726,0.25092363357543945
4,0.9081992506980896,0.21191437542438507,0.8976715803146362,0.22340016067028046
5,0.9137164950370789,0.20049701631069183,0.9031862616539001,0.212509423494339
6,0.9203065037727356,0.18456821143627167,0.8988970518112183,0.21789449453353882
7,0.9241379499435425,0.17616181075572968,0.9037989974021912,0.20728909969329834
8,0.9230651259422302,0.17497722804546356,0.906862735748291,0.2136744260787964
9,0.9331800937652588,0.16298969089984894,0.9154411554336548,0.20401455461978912
10,0.9340996146202087,0.1529717743396759,0.9087010025978088,0.2007729560136795
11,0.9324138164520264,0.1505034863948822,0.9203431606292725,0.1877681016921997
12,0.935478925704956,0.15186354517936707,0.9117646813392639,0.19239909946918488
13,0.9397701025009155,0.14200519025325775,0.9117646813392639,0.1860768347978592
14,0.9397701025009155,0.1416904330253601,0.9227941036224365,0.17502489686012268
15,0.9491187930107117,0.12533199787139893,0.9227941036224365,0.18852172791957855
16,0.9429885149002075,0.1345205157995224,0.9203431606292725,0.1880350559949875
17,0.9529501795768738,0.11993755400180817,0.9332107901573181,0.16448095440864563
18,0.9520306587219238,0.11566894501447678,0.9221813678741455,0.19160592555999756
19,0.9538697600364685,0.11096242070198059,0.9338235259056091,0.16456426680088043
20,0.9558620452880859,0.10946275293827057,0.9307597875595093,0.1711265742778778
21,0.9544827342033386,0.11128152161836624,0.9332107901573181,0.16946427524089813
22,0.9561685919761658,0.10754501819610596,0.9338235259056091,0.16626644134521484
23,0.9606130123138428,0.10264205187559128,0.936274528503418,0.17778503894805908
24,0.9566283822059631,0.10494884848594666,0.9313725233078003,0.18566890060901642
25,0.9592337012290955,0.10388250648975372,0.9313725233078003,0.18322797119617462
26,0.9570881128311157,0.10191239416599274,0.935661792755127,0.16255883872509003
27,0.9564750790596008,0.1061897724866867,0.938112735748291,0.18762081861495972
28,0.9595402479171753,0.10035427659749985,0.9399510025978088,0.16623635590076447
29,0.9613792896270752,0.09420163184404373,0.939338207244873,0.15949440002441406
30,0.9601532816886902,0.09624658524990082,0.9301470518112183,0.18323573470115662
31,0.9609195590019226,0.09285011887550354,0.936887264251709,0.17350511252880096
32,0.9635248780250549,0.09231612086296082,0.9405637383460999,0.16238607466220856
33,0.9612260460853577,0.09191770106554031,0.935661792755127,0.16977520287036896
34,0.9685823917388916,0.08160318434238434,0.9430146813392639,0.1699598878622055
35,0.966130256652832,0.08722618222236633,0.9442402124404907,0.16507308185100555
36,0.9659770131111145,0.0822291448712349,0.9332107901573181,0.17953351140022278
37,0.9649041891098022,0.08804769814014435,0.9442402124404907,0.17226165533065796
38,0.9607662558555603,0.09514821320772171,0.936887264251709,0.17208927869796753
39,0.9695019125938416,0.0772995725274086,0.936274528503418,0.2098548710346222
