epoch,accuracy,loss,val_accuracy,val_loss
0,0.7816091775894165,0.4213009774684906,0.6658809781074524,0.9605295658111572
1,0.8228706121444702,0.3570099472999573,0.6900412440299988,0.7176623940467834
2,0.8337754011154175,0.332661896944046,0.6971125602722168,0.9200116395950317
3,0.8376068472862244,0.3267030715942383,0.8179139494895935,0.3890615701675415
4,0.8411435484886169,0.31190335750579834,0.7796110510826111,0.3845263123512268
5,0.8567638993263245,0.28193485736846924,0.8444313406944275,0.3086693286895752
6,0.8619216084480286,0.2763969898223877,0.7236299514770508,0.6352531909942627
7,0.8597111701965332,0.2802492678165436,0.8444313406944275,0.3222426474094391
8,0.8689950108528137,0.2637133300304413,0.8361815214157104,0.33967748284339905
9,0.8557323813438416,0.2906169593334198,0.8621096014976501,0.31887128949165344
10,0.8810787200927734,0.2503586709499359,0.8626988530158997,0.3067764341831207
11,0.8796050548553467,0.24744701385498047,0.8680023550987244,0.33099985122680664
12,0.8710580468177795,0.25324881076812744,0.8626988530158997,0.3046136200428009
13,0.8857942819595337,0.23325124382972717,0.8656452298164368,0.31728067994117737
14,0.8877099752426147,0.22917738556861877,0.8526812195777893,0.3447491526603699
15,0.8927202820777893,0.2208770513534546,0.866234540939331,0.34921494126319885
16,0.8994989395141602,0.2161339670419693,0.8709487318992615,0.3298991620540619
17,0.889478325843811,0.2351677268743515,0.8603417873382568,0.32806381583213806
18,0.8996463418006897,0.21771493554115295,0.8491455316543579,0.37055641412734985
19,0.89714115858078,0.2115715891122818,0.8691809177398682,0.3179602324962616
20,0.8810787200927734,0.26719945669174194,0.8562168478965759,0.3285875618457794
21,0.9022988677024841,0.21198968589305878,0.8585739731788635,0.3432909846305847
22,0.9058355689048767,0.20038491487503052,0.8579846620559692,0.3367966413497925
