epoch,accuracy,loss,val_accuracy,val_loss
0,0.8457997441291809,0.494471937417984,0.9195402264595032,0.615857720375061
1,0.9453394412994385,0.2718179523944855,0.9149425029754639,0.5111624002456665
2,0.9602991938591003,0.1630031317472458,0.9264367818832397,0.4297543168067932
3,0.9752589464187622,0.10732569545507431,0.928735613822937,0.3671641945838928
4,0.9787111878395081,0.0834561437368393,0.931034505367279,0.32650527358055115
5,0.9861910343170166,0.06742566078901291,0.928735613822937,0.2899147868156433
6,0.9890679121017456,0.05049258470535278,0.9448275566101074,0.2326103150844574
7,0.9919447898864746,0.03887810558080673,0.9494252800941467,0.19350922107696533
8,0.9930955171585083,0.03515714034438133,0.9655172228813171,0.13242313265800476
9,0.9959723949432373,0.025785334408283234,0.9632183909416199,0.10627635568380356
10,0.9965477585792542,0.023521889001131058,0.9701149463653564,0.08533713966608047
11,0.997123122215271,0.017817676067352295,0.9816091656684875,0.05779968202114105
12,0.997123122215271,0.014611608348786831,0.9862068891525269,0.048814840614795685
13,0.9965477585792542,0.012464259751141071,0.9885057210922241,0.04056147485971451
14,0.9976984858512878,0.01034671813249588,0.9908046126365662,0.04063710197806358
15,0.9982738494873047,0.00931059941649437,0.9908046126365662,0.028808528557419777
16,0.9976984858512878,0.007846693508327007,0.9931034445762634,0.025439532473683357
17,0.9982738494873047,0.00621282123029232,0.9908046126365662,0.02635747566819191
18,0.9994246363639832,0.004787171725183725,0.9931034445762634,0.023233944550156593
19,0.9994246363639832,0.005096890032291412,0.9908046126365662,0.02694287709891796
20,0.9994246363639832,0.0037759351544082165,0.9954022765159607,0.022576428949832916
21,0.9994246363639832,0.0036046779714524746,0.9954022765159607,0.025082310661673546
22,0.9982738494873047,0.006216120440512896,0.9908046126365662,0.027463799342513084
23,0.9965477585792542,0.010564539581537247,0.9816091656684875,0.058210406452417374
24,0.9976984858512878,0.007538605015724897,0.9954022765159607,0.031083716079592705
25,0.9988492727279663,0.006392158567905426,0.9931034445762634,0.033356890082359314
26,0.9982738494873047,0.011474921368062496,0.9931034445762634,0.02394929900765419
27,0.9988492727279663,0.004018362611532211,0.9954022765159607,0.02372383326292038
28,0.9994246363639832,0.0022062810603529215,0.9954022765159607,0.02406199276447296
29,0.9994246363639832,0.0016420385800302029,0.9954022765159607,0.02495717629790306
30,1.0,0.0012878620764240623,0.9954022765159607,0.02676902897655964
