epoch,accuracy,loss,val_accuracy,val_loss
0,0.7452107071876526,0.5191450715065002,0.6517383456230164,0.8842319250106812
1,0.8006189465522766,0.4006245732307434,0.6523276567459106,1.2256674766540527
2,0.8159446120262146,0.3781345784664154,0.6546847224235535,1.205763578414917
3,0.8271441459655762,0.3535631597042084,0.676487922668457,1.033631682395935
4,0.838785707950592,0.33536097407341003,0.7000589370727539,0.7557039260864258
5,0.8423224091529846,0.3222705125808716,0.7195050120353699,0.4166581928730011
6,0.8457117676734924,0.31565698981285095,0.8532704710960388,0.31528928875923157
7,0.8424698114395142,0.31639423966407776,0.852091908454895,0.31079810857772827
8,0.8480695486068726,0.3004363179206848,0.8532704710960388,0.3040614426136017
9,0.850722074508667,0.2940797805786133,0.8391278982162476,0.33474040031433105
10,0.8561744689941406,0.2807379961013794,0.8432527780532837,0.30170002579689026
11,0.8635426163673401,0.2788706123828888,0.8644667267799377,0.30340054631233215
12,0.8620689511299133,0.27226728200912476,0.8638774156570435,0.3322039842605591
13,0.8607426881790161,0.2744077146053314,0.8597524762153625,0.2983821928501129
14,0.8728263974189758,0.26127198338508606,0.8644667267799377,0.2880881726741791
15,0.8663424849510193,0.26323753595352173,0.8568060994148254,0.34509187936782837
16,0.8717948794364929,0.26048335433006287,0.8674131035804749,0.3040456473827362
17,0.8713527917861938,0.258329838514328,0.8674131035804749,0.30518120527267456
18,0.8743000030517578,0.2586916983127594,0.8668237924575806,0.28407424688339233
19,0.8743000030517578,0.25180310010910034,0.7984678745269775,0.4316081702709198
20,0.8692896962165833,0.26872384548187256,0.8603417873382568,0.30131348967552185
21,0.8781314492225647,0.25125372409820557,0.8503240942955017,0.29625609517097473
22,0.8762157559394836,0.2502177655696869,0.8644667267799377,0.2854228615760803
23,0.888004720211029,0.23313644528388977,0.8644667267799377,0.28577935695648193
24,0.881815493106842,0.23541630804538727,0.8573954105377197,0.30543142557144165
25,0.8854995369911194,0.23612572252750397,0.852091908454895,0.31374990940093994
26,0.881815493106842,0.24540987610816956,0.8562168478965759,0.35989347100257874
27,0.8712054491043091,0.26397600769996643,0.8709487318992615,0.27800992131233215
28,0.8871205449104309,0.2349172681570053,0.8615203499794006,0.28553396463394165
29,0.8881520628929138,0.22373369336128235,0.8615203499794006,0.2952185869216919
30,0.8899204134941101,0.22791120409965515,0.863288164138794,0.3105615973472595
31,0.8900678157806396,0.22578191757202148,0.8473777174949646,0.37119561433792114
32,0.8897730708122253,0.23000097274780273,0.8650559782981873,0.32902389764785767
33,0.8993515968322754,0.217092826962471,0.8609310388565063,0.3035689890384674
34,0.8962569832801819,0.2124163806438446,0.8709487318992615,0.29268696904182434
35,0.8933097720146179,0.21587421000003815,0.8503240942955017,0.30927276611328125
36,0.8947833776473999,0.22117827832698822,0.8579846620559692,0.33429133892059326
37,0.8922781944274902,0.226252019405365,0.866234540939331,0.35020703077316284
