epoch,accuracy,loss,val_accuracy,val_loss
0,0.875143826007843,0.44062796235084534,0.8482758402824402,0.6116143465042114
1,0.9430379867553711,0.22223937511444092,0.8574712872505188,0.5304259061813354
2,0.9631760716438293,0.14536559581756592,0.8574712872505188,0.482831746339798
3,0.9689298272132874,0.10657002031803131,0.8436781764030457,0.4637463390827179
4,0.9810126423835754,0.08071237802505493,0.8505747318267822,0.4417795240879059
5,0.9856156706809998,0.0677390843629837,0.8643678426742554,0.38287848234176636
6,0.9902186393737793,0.04943080246448517,0.882758617401123,0.32061806321144104
7,0.9919447898864746,0.044376302510499954,0.9080459475517273,0.2899511456489563
8,0.9930955171585083,0.03696361929178238,0.9333333373069763,0.20959137380123138
9,0.9936708807945251,0.03386244550347328,0.951724112033844,0.13983988761901855
10,0.9948216080665588,0.03008100762963295,0.9678161144256592,0.10491228848695755
11,0.9959723949432373,0.024258997291326523,0.9862068891525269,0.07649873197078705
12,0.9959723949432373,0.02070525474846363,0.9793103337287903,0.05763872340321541
13,0.9948216080665588,0.022950539365410805,0.9839080572128296,0.04561132192611694
14,0.9953970313072205,0.017612656578421593,0.9885057210922241,0.0448848232626915
15,0.9959723949432373,0.015411918051540852,0.9908046126365662,0.0502643920481205
16,0.9925201535224915,0.024506526067852974,0.9839080572128296,0.046597663313150406
17,0.9953970313072205,0.016864243894815445,0.9908046126365662,0.039288826286792755
18,0.997123122215271,0.013924568891525269,0.9908046126365662,0.044499706476926804
19,0.9965477585792542,0.014236437156796455,0.9885057210922241,0.04414944723248482
20,0.9965477585792542,0.011272452771663666,0.9908046126365662,0.05022692307829857
21,0.9965477585792542,0.01786026544868946,0.9862068891525269,0.045626189559698105
22,0.997123122215271,0.015360306948423386,0.9862068891525269,0.04637928679585457
23,0.9959723949432373,0.014871952123939991,0.9839080572128296,0.048932041972875595
24,0.9976984858512878,0.012750783935189247,0.9862068891525269,0.04836845397949219
25,0.997123122215271,0.013445073738694191,0.9885057210922241,0.045573826879262924
26,0.9965477585792542,0.01310418825596571,0.9885057210922241,0.041828177869319916
27,0.9976984858512878,0.012186143547296524,0.9885057210922241,0.04146368429064751
